direnv: loading /nas/staff/data_work/manuel/cloned_repos/visualisation/loss-landscape/.envrc
direnv: loading ~/myVisualisationEnv/.envrc
direnv: using flake path:/home/milliman/myVisualisationEnv/.nix
direnv: nix-direnv: using cached dev shell
[38;5;202m🔨 Welcome to DeepLearningGPU[0m

[1m[general commands][0m

  julia  - High-level, high-performance, dynamic language for technical computing
  menu   - prints this menu
  poetry - Python dependency management and packaging made easy.

direnv: export +CPPFLAGS +DEVSHELL_DIR +IN_NIX_SHELL +JULIA_PROJECT +LDFLAGS +NIXPKGS_PATH +POETRY_VIRTUALENVS_IN_PROJECT +PRJ_DATA_DIR +PRJ_ROOT +VIRTUAL_ENV +VIRTUAL_ENV_PROMPT +XLA_FLAGS +name ~LD_LIBRARY_PATH ~PATH ~XDG_DATA_DIRS
Rank 0 use GPU 0 of 1 GPUs on eihw-gpu7
-------------------------------------------------------------
rank: 0
-------------------------------------------------------------
/home/milliman/myVisualisationEnv/.venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:554: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
-------------------------------------------------------------------
setup_direction
-------------------------------------------------------------------
Setting up the plotting directions...
direction file created: /nas/staff/data_work/manuel/cloned_repos/visualisation/loss-landscape/model_selection_interspeech_paper/1interspeech_test/RQ2_2ndOrderOptimizer/cnn10_None_SGD_0-001_16_50_44_None/state.pth.tar_weights_xignore=biasbn_xnorm=filter.h5
Computing 201 values for rank 0
Evaluating rank 0  0/201  (0.0%)  coord=-0.1 	train_loss= 0.219 	train_acc=91.56 	time=21.41 	sync=0.00
Evaluating rank 0  14/201  (7.0%)  coord=-0.08600000000000001 	train_loss= 0.202 	train_acc=92.39 	time=19.60 	sync=0.00
Evaluating rank 0  15/201  (7.5%)  coord=-0.085 	train_loss= 0.201 	train_acc=92.44 	time=19.67 	sync=0.00
Evaluating rank 0  16/201  (8.0%)  coord=-0.084 	train_loss= 0.200 	train_acc=92.47 	time=19.54 	sync=0.00
Evaluating rank 0  17/201  (8.5%)  coord=-0.083 	train_loss= 0.199 	train_acc=92.53 	time=19.80 	sync=0.00
Evaluating rank 0  18/201  (9.0%)  coord=-0.082 	train_loss= 0.198 	train_acc=92.57 	time=19.47 	sync=0.00
Evaluating rank 0  19/201  (9.5%)  coord=-0.081 	train_loss= 0.197 	train_acc=92.59 	time=19.82 	sync=0.00
Evaluating rank 0  20/201  (10.0%)  coord=-0.08 	train_loss= 0.196 	train_acc=92.63 	time=19.80 	sync=0.00
Evaluating rank 0  21/201  (10.4%)  coord=-0.079 	train_loss= 0.195 	train_acc=92.67 	time=19.70 	sync=0.00
Evaluating rank 0  22/201  (10.9%)  coord=-0.07800000000000001 	train_loss= 0.194 	train_acc=92.70 	time=19.45 	sync=0.00
Evaluating rank 0  23/201  (11.4%)  coord=-0.07700000000000001 	train_loss= 0.193 	train_acc=92.72 	time=19.74 	sync=0.00
Evaluating rank 0  24/201  (11.9%)  coord=-0.07600000000000001 	train_loss= 0.192 	train_acc=92.73 	time=19.70 	sync=0.00
Evaluating rank 0  25/201  (12.4%)  coord=-0.07500000000000001 	train_loss= 0.191 	train_acc=92.75 	time=19.50 	sync=0.00
Evaluating rank 0  26/201  (12.9%)  coord=-0.07400000000000001 	train_loss= 0.190 	train_acc=92.78 	time=19.34 	sync=0.00
Evaluating rank 0  27/201  (13.4%)  coord=-0.07300000000000001 	train_loss= 0.189 	train_acc=92.82 	time=19.79 	sync=0.00
Evaluating rank 0  28/201  (13.9%)  coord=-0.07200000000000001 	train_loss= 0.188 	train_acc=92.84 	time=19.75 	sync=0.00
Evaluating rank 0  29/201  (14.4%)  coord=-0.07100000000000001 	train_loss= 0.187 	train_acc=92.88 	time=19.75 	sync=0.00
Evaluating rank 0  30/201  (14.9%)  coord=-0.07 	train_loss= 0.186 	train_acc=92.95 	time=19.61 	sync=0.00
Evaluating rank 0  31/201  (15.4%)  coord=-0.069 	train_loss= 0.185 	train_acc=92.97 	time=19.70 	sync=0.00
Evaluating rank 0  32/201  (15.9%)  coord=-0.068 	train_loss= 0.184 	train_acc=93.02 	time=19.48 	sync=0.00
Evaluating rank 0  33/201  (16.4%)  coord=-0.067 	train_loss= 0.183 	train_acc=93.07 	time=19.81 	sync=0.00
Evaluating rank 0  34/201  (16.9%)  coord=-0.066 	train_loss= 0.182 	train_acc=93.07 	time=19.67 	sync=0.00
Evaluating rank 0  35/201  (17.4%)  coord=-0.065 	train_loss= 0.181 	train_acc=93.10 	time=19.82 	sync=0.00
Evaluating rank 0  36/201  (17.9%)  coord=-0.064 	train_loss= 0.180 	train_acc=93.12 	time=19.62 	sync=0.00
Evaluating rank 0  37/201  (18.4%)  coord=-0.063 	train_loss= 0.180 	train_acc=93.15 	time=19.75 	sync=0.00
Evaluating rank 0  38/201  (18.9%)  coord=-0.062000000000000006 	train_loss= 0.179 	train_acc=93.19 	time=19.13 	sync=0.00
Evaluating rank 0  39/201  (19.4%)  coord=-0.061000000000000006 	train_loss= 0.178 	train_acc=93.22 	time=19.58 	sync=0.00
Evaluating rank 0  40/201  (19.9%)  coord=-0.060000000000000005 	train_loss= 0.177 	train_acc=93.26 	time=19.89 	sync=0.00
Evaluating rank 0  41/201  (20.4%)  coord=-0.059000000000000004 	train_loss= 0.176 	train_acc=93.31 	time=19.68 	sync=0.00
Evaluating rank 0  42/201  (20.9%)  coord=-0.058 	train_loss= 0.175 	train_acc=93.33 	time=19.65 	sync=0.00
Evaluating rank 0  43/201  (21.4%)  coord=-0.057 	train_loss= 0.175 	train_acc=93.35 	time=19.69 	sync=0.00
Evaluating rank 0  44/201  (21.9%)  coord=-0.05600000000000001 	train_loss= 0.174 	train_acc=93.40 	time=19.54 	sync=0.00
Evaluating rank 0  45/201  (22.4%)  coord=-0.05500000000000001 	train_loss= 0.173 	train_acc=93.42 	time=19.67 	sync=0.00
Evaluating rank 0  46/201  (22.9%)  coord=-0.054000000000000006 	train_loss= 0.172 	train_acc=93.44 	time=19.65 	sync=0.00
Evaluating rank 0  47/201  (23.4%)  coord=-0.053000000000000005 	train_loss= 0.171 	train_acc=93.47 	time=19.98 	sync=0.00
Evaluating rank 0  48/201  (23.9%)  coord=-0.052000000000000005 	train_loss= 0.171 	train_acc=93.48 	time=19.69 	sync=0.00
Evaluating rank 0  49/201  (24.4%)  coord=-0.051000000000000004 	train_loss= 0.170 	train_acc=93.51 	time=19.62 	sync=0.00
Evaluating rank 0  50/201  (24.9%)  coord=-0.05 	train_loss= 0.169 	train_acc=93.53 	time=19.43 	sync=0.00
Evaluating rank 0  51/201  (25.4%)  coord=-0.049 	train_loss= 0.168 	train_acc=93.59 	time=19.79 	sync=0.00
Evaluating rank 0  52/201  (25.9%)  coord=-0.048 	train_loss= 0.168 	train_acc=93.60 	time=19.70 	sync=0.00
Evaluating rank 0  53/201  (26.4%)  coord=-0.04700000000000001 	train_loss= 0.167 	train_acc=93.64 	time=19.60 	sync=0.00
Evaluating rank 0  54/201  (26.9%)  coord=-0.046000000000000006 	train_loss= 0.166 	train_acc=93.68 	time=19.85 	sync=0.00
Evaluating rank 0  55/201  (27.4%)  coord=-0.045000000000000005 	train_loss= 0.166 	train_acc=93.69 	time=19.32 	sync=0.00
Evaluating rank 0  56/201  (27.9%)  coord=-0.044000000000000004 	train_loss= 0.165 	train_acc=93.71 	time=19.44 	sync=0.00
Evaluating rank 0  57/201  (28.4%)  coord=-0.043000000000000003 	train_loss= 0.164 	train_acc=93.73 	time=19.88 	sync=0.00
Evaluating rank 0  58/201  (28.9%)  coord=-0.042 	train_loss= 0.164 	train_acc=93.74 	time=19.33 	sync=0.00
Evaluating rank 0  59/201  (29.4%)  coord=-0.041 	train_loss= 0.163 	train_acc=93.73 	time=19.85 	sync=0.00
Evaluating rank 0  60/201  (29.9%)  coord=-0.04000000000000001 	train_loss= 0.162 	train_acc=93.75 	time=19.63 	sync=0.00
Evaluating rank 0  61/201  (30.3%)  coord=-0.03900000000000001 	train_loss= 0.162 	train_acc=93.76 	time=19.74 	sync=0.00
Evaluating rank 0  62/201  (30.8%)  coord=-0.038000000000000006 	train_loss= 0.161 	train_acc=93.80 	time=19.44 	sync=0.00
Evaluating rank 0  63/201  (31.3%)  coord=-0.037000000000000005 	train_loss= 0.160 	train_acc=93.83 	time=19.15 	sync=0.00
Evaluating rank 0  64/201  (31.8%)  coord=-0.036000000000000004 	train_loss= 0.160 	train_acc=93.85 	time=19.70 	sync=0.00
Evaluating rank 0  65/201  (32.3%)  coord=-0.035 	train_loss= 0.159 	train_acc=93.88 	time=19.73 	sync=0.00
Evaluating rank 0  66/201  (32.8%)  coord=-0.034 	train_loss= 0.159 	train_acc=93.94 	time=20.13 	sync=0.00
Evaluating rank 0  67/201  (33.3%)  coord=-0.033 	train_loss= 0.158 	train_acc=93.95 	time=19.80 	sync=0.00
Evaluating rank 0  68/201  (33.8%)  coord=-0.032 	train_loss= 0.158 	train_acc=93.96 	time=19.92 	sync=0.00
Evaluating rank 0  69/201  (34.3%)  coord=-0.031 	train_loss= 0.157 	train_acc=93.98 	time=19.82 	sync=0.00
Evaluating rank 0  70/201  (34.8%)  coord=-0.03 	train_loss= 0.156 	train_acc=93.98 	time=19.92 	sync=0.00
Evaluating rank 0  71/201  (35.3%)  coord=-0.028999999999999998 	train_loss= 0.156 	train_acc=94.02 	time=19.99 	sync=0.00
Evaluating rank 0  72/201  (35.8%)  coord=-0.027999999999999997 	train_loss= 0.155 	train_acc=94.02 	time=19.76 	sync=0.00
Evaluating rank 0  73/201  (36.3%)  coord=-0.02700000000000001 	train_loss= 0.155 	train_acc=94.03 	time=19.70 	sync=0.00
Evaluating rank 0  74/201  (36.8%)  coord=-0.02600000000000001 	train_loss= 0.154 	train_acc=94.03 	time=19.69 	sync=0.00
Evaluating rank 0  75/201  (37.3%)  coord=-0.02500000000000001 	train_loss= 0.154 	train_acc=94.03 	time=19.77 	sync=0.00
Evaluating rank 0  76/201  (37.8%)  coord=-0.024000000000000007 	train_loss= 0.153 	train_acc=94.04 	time=19.72 	sync=0.00
Evaluating rank 0  77/201  (38.3%)  coord=-0.023000000000000007 	train_loss= 0.153 	train_acc=94.06 	time=19.98 	sync=0.00
Evaluating rank 0  78/201  (38.8%)  coord=-0.022000000000000006 	train_loss= 0.152 	train_acc=94.08 	time=19.66 	sync=0.00
Evaluating rank 0  79/201  (39.3%)  coord=-0.021000000000000005 	train_loss= 0.152 	train_acc=94.11 	time=19.57 	sync=0.00
Evaluating rank 0  80/201  (39.8%)  coord=-0.020000000000000004 	train_loss= 0.151 	train_acc=94.11 	time=19.77 	sync=0.00
Evaluating rank 0  81/201  (40.3%)  coord=-0.019000000000000003 	train_loss= 0.151 	train_acc=94.16 	time=19.72 	sync=0.00
Evaluating rank 0  82/201  (40.8%)  coord=-0.018000000000000002 	train_loss= 0.151 	train_acc=94.21 	time=19.64 	sync=0.00
Evaluating rank 0  83/201  (41.3%)  coord=-0.017 	train_loss= 0.150 	train_acc=94.23 	time=19.79 	sync=0.00
Evaluating rank 0  84/201  (41.8%)  coord=-0.016 	train_loss= 0.150 	train_acc=94.24 	time=19.78 	sync=0.00
Evaluating rank 0  85/201  (42.3%)  coord=-0.015 	train_loss= 0.149 	train_acc=94.27 	time=19.87 	sync=0.00
Evaluating rank 0  86/201  (42.8%)  coord=-0.013999999999999999 	train_loss= 0.149 	train_acc=94.32 	time=19.71 	sync=0.00
Evaluating rank 0  87/201  (43.3%)  coord=-0.012999999999999998 	train_loss= 0.148 	train_acc=94.34 	time=19.74 	sync=0.00
Evaluating rank 0  88/201  (43.8%)  coord=-0.01200000000000001 	train_loss= 0.148 	train_acc=94.35 	time=20.00 	sync=0.00
Evaluating rank 0  89/201  (44.3%)  coord=-0.01100000000000001 	train_loss= 0.148 	train_acc=94.33 	time=19.77 	sync=0.00
Evaluating rank 0  90/201  (44.8%)  coord=-0.010000000000000009 	train_loss= 0.147 	train_acc=94.36 	time=19.96 	sync=0.00
Evaluating rank 0  91/201  (45.3%)  coord=-0.009000000000000008 	train_loss= 0.147 	train_acc=94.36 	time=19.71 	sync=0.00
Evaluating rank 0  92/201  (45.8%)  coord=-0.008000000000000007 	train_loss= 0.146 	train_acc=94.38 	time=19.71 	sync=0.00
Evaluating rank 0  93/201  (46.3%)  coord=-0.007000000000000006 	train_loss= 0.146 	train_acc=94.38 	time=19.94 	sync=0.00
Evaluating rank 0  94/201  (46.8%)  coord=-0.006000000000000005 	train_loss= 0.146 	train_acc=94.40 	time=19.69 	sync=0.00
Evaluating rank 0  95/201  (47.3%)  coord=-0.0050000000000000044 	train_loss= 0.145 	train_acc=94.41 	time=20.10 	sync=0.00
Evaluating rank 0  96/201  (47.8%)  coord=-0.0040000000000000036 	train_loss= 0.145 	train_acc=94.41 	time=19.77 	sync=0.00
Evaluating rank 0  97/201  (48.3%)  coord=-0.0030000000000000027 	train_loss= 0.145 	train_acc=94.43 	time=20.08 	sync=0.00
Evaluating rank 0  98/201  (48.8%)  coord=-0.0020000000000000018 	train_loss= 0.144 	train_acc=94.45 	time=19.87 	sync=0.00
Evaluating rank 0  99/201  (49.3%)  coord=-0.0010000000000000009 	train_loss= 0.144 	train_acc=94.47 	time=19.48 	sync=0.00
Evaluating rank 0  100/201  (49.8%)  coord=0.0 	train_loss= 0.144 	train_acc=94.47 	time=19.72 	sync=0.00
Evaluating rank 0  101/201  (50.2%)  coord=0.0010000000000000009 	train_loss= 0.144 	train_acc=94.49 	time=19.95 	sync=0.00
Evaluating rank 0  102/201  (50.7%)  coord=0.0020000000000000018 	train_loss= 0.143 	train_acc=94.49 	time=19.95 	sync=0.00
Evaluating rank 0  103/201  (51.2%)  coord=0.0030000000000000027 	train_loss= 0.143 	train_acc=94.49 	time=19.96 	sync=0.00
Evaluating rank 0  104/201  (51.7%)  coord=0.0040000000000000036 	train_loss= 0.143 	train_acc=94.51 	time=19.89 	sync=0.00
Evaluating rank 0  105/201  (52.2%)  coord=0.0049999999999999906 	train_loss= 0.143 	train_acc=94.54 	time=19.82 	sync=0.00
Evaluating rank 0  106/201  (52.7%)  coord=0.0059999999999999915 	train_loss= 0.142 	train_acc=94.54 	time=19.77 	sync=0.00
Evaluating rank 0  107/201  (53.2%)  coord=0.006999999999999992 	train_loss= 0.142 	train_acc=94.54 	time=19.75 	sync=0.00
Evaluating rank 0  108/201  (53.7%)  coord=0.007999999999999993 	train_loss= 0.142 	train_acc=94.56 	time=20.08 	sync=0.00
Evaluating rank 0  109/201  (54.2%)  coord=0.008999999999999994 	train_loss= 0.142 	train_acc=94.56 	time=19.64 	sync=0.00
Evaluating rank 0  110/201  (54.7%)  coord=0.009999999999999995 	train_loss= 0.142 	train_acc=94.57 	time=19.85 	sync=0.00
Evaluating rank 0  111/201  (55.2%)  coord=0.010999999999999996 	train_loss= 0.141 	train_acc=94.61 	time=19.83 	sync=0.00
Evaluating rank 0  112/201  (55.7%)  coord=0.011999999999999997 	train_loss= 0.141 	train_acc=94.64 	time=19.92 	sync=0.00
Evaluating rank 0  113/201  (56.2%)  coord=0.012999999999999998 	train_loss= 0.141 	train_acc=94.64 	time=19.98 	sync=0.00
Evaluating rank 0  114/201  (56.7%)  coord=0.013999999999999999 	train_loss= 0.141 	train_acc=94.64 	time=19.74 	sync=0.00
Evaluating rank 0  115/201  (57.2%)  coord=0.015 	train_loss= 0.141 	train_acc=94.65 	time=19.95 	sync=0.00
Evaluating rank 0  116/201  (57.7%)  coord=0.016 	train_loss= 0.141 	train_acc=94.66 	time=19.69 	sync=0.00
Evaluating rank 0  117/201  (58.2%)  coord=0.017 	train_loss= 0.140 	train_acc=94.66 	time=19.79 	sync=0.00
Evaluating rank 0  118/201  (58.7%)  coord=0.018000000000000002 	train_loss= 0.140 	train_acc=94.68 	time=19.90 	sync=0.00
Evaluating rank 0  119/201  (59.2%)  coord=0.019000000000000003 	train_loss= 0.140 	train_acc=94.69 	time=20.00 	sync=0.00
Evaluating rank 0  120/201  (59.7%)  coord=0.01999999999999999 	train_loss= 0.140 	train_acc=94.71 	time=19.88 	sync=0.00
Evaluating rank 0  121/201  (60.2%)  coord=0.02099999999999999 	train_loss= 0.140 	train_acc=94.71 	time=19.76 	sync=0.00
Evaluating rank 0  122/201  (60.7%)  coord=0.021999999999999992 	train_loss= 0.140 	train_acc=94.70 	time=19.79 	sync=0.00
Evaluating rank 0  123/201  (61.2%)  coord=0.022999999999999993 	train_loss= 0.140 	train_acc=94.74 	time=19.93 	sync=0.00
Evaluating rank 0  124/201  (61.7%)  coord=0.023999999999999994 	train_loss= 0.140 	train_acc=94.75 	time=19.68 	sync=0.00
Evaluating rank 0  125/201  (62.2%)  coord=0.024999999999999994 	train_loss= 0.139 	train_acc=94.76 	time=19.81 	sync=0.00
Evaluating rank 0  126/201  (62.7%)  coord=0.025999999999999995 	train_loss= 0.139 	train_acc=94.76 	time=19.95 	sync=0.00
Evaluating rank 0  127/201  (63.2%)  coord=0.026999999999999996 	train_loss= 0.139 	train_acc=94.76 	time=19.83 	sync=0.00
Evaluating rank 0  128/201  (63.7%)  coord=0.027999999999999997 	train_loss= 0.139 	train_acc=94.73 	time=19.67 	sync=0.00
Evaluating rank 0  129/201  (64.2%)  coord=0.028999999999999998 	train_loss= 0.139 	train_acc=94.74 	time=19.92 	sync=0.00
Evaluating rank 0  130/201  (64.7%)  coord=0.03 	train_loss= 0.139 	train_acc=94.76 	time=19.79 	sync=0.00
Evaluating rank 0  131/201  (65.2%)  coord=0.031 	train_loss= 0.139 	train_acc=94.74 	time=19.94 	sync=0.00
Evaluating rank 0  132/201  (65.7%)  coord=0.032 	train_loss= 0.139 	train_acc=94.75 	time=19.57 	sync=0.00
Evaluating rank 0  133/201  (66.2%)  coord=0.033 	train_loss= 0.139 	train_acc=94.74 	time=19.62 	sync=0.00
Evaluating rank 0  134/201  (66.7%)  coord=0.034 	train_loss= 0.139 	train_acc=94.76 	time=19.80 	sync=0.00
Evaluating rank 0  135/201  (67.2%)  coord=0.035 	train_loss= 0.139 	train_acc=94.78 	time=19.58 	sync=0.00
Evaluating rank 0  136/201  (67.7%)  coord=0.036000000000000004 	train_loss= 0.139 	train_acc=94.79 	time=19.60 	sync=0.00
Evaluating rank 0  137/201  (68.2%)  coord=0.037000000000000005 	train_loss= 0.139 	train_acc=94.79 	time=19.64 	sync=0.00
Evaluating rank 0  138/201  (68.7%)  coord=0.038000000000000006 	train_loss= 0.139 	train_acc=94.79 	time=19.57 	sync=0.00
Evaluating rank 0  139/201  (69.2%)  coord=0.03900000000000001 	train_loss= 0.139 	train_acc=94.76 	time=19.78 	sync=0.00
Evaluating rank 0  140/201  (69.7%)  coord=0.04000000000000001 	train_loss= 0.139 	train_acc=94.76 	time=19.96 	sync=0.00
Evaluating rank 0  141/201  (70.1%)  coord=0.04100000000000001 	train_loss= 0.140 	train_acc=94.77 	time=19.87 	sync=0.00
Evaluating rank 0  142/201  (70.6%)  coord=0.04200000000000001 	train_loss= 0.140 	train_acc=94.76 	time=20.12 	sync=0.00
Evaluating rank 0  143/201  (71.1%)  coord=0.04300000000000001 	train_loss= 0.140 	train_acc=94.78 	time=19.82 	sync=0.00
Evaluating rank 0  144/201  (71.6%)  coord=0.04400000000000001 	train_loss= 0.140 	train_acc=94.79 	time=19.68 	sync=0.00
Evaluating rank 0  145/201  (72.1%)  coord=0.044999999999999984 	train_loss= 0.140 	train_acc=94.80 	time=19.87 	sync=0.00
Evaluating rank 0  146/201  (72.6%)  coord=0.045999999999999985 	train_loss= 0.140 	train_acc=94.80 	time=19.86 	sync=0.00
Evaluating rank 0  147/201  (73.1%)  coord=0.046999999999999986 	train_loss= 0.140 	train_acc=94.77 	time=19.57 	sync=0.00
Evaluating rank 0  148/201  (73.6%)  coord=0.04799999999999999 	train_loss= 0.140 	train_acc=94.76 	time=19.94 	sync=0.00
Evaluating rank 0  149/201  (74.1%)  coord=0.04899999999999999 	train_loss= 0.140 	train_acc=94.74 	time=19.72 	sync=0.00
Evaluating rank 0  150/201  (74.6%)  coord=0.04999999999999999 	train_loss= 0.140 	train_acc=94.73 	time=19.75 	sync=0.00
Evaluating rank 0  151/201  (75.1%)  coord=0.05099999999999999 	train_loss= 0.141 	train_acc=94.71 	time=20.21 	sync=0.00
Evaluating rank 0  152/201  (75.6%)  coord=0.05199999999999999 	train_loss= 0.141 	train_acc=94.71 	time=19.68 	sync=0.00
Evaluating rank 0  153/201  (76.1%)  coord=0.05299999999999999 	train_loss= 0.141 	train_acc=94.70 	time=19.65 	sync=0.00
Evaluating rank 0  154/201  (76.6%)  coord=0.05399999999999999 	train_loss= 0.141 	train_acc=94.65 	time=20.08 	sync=0.00
Evaluating rank 0  155/201  (77.1%)  coord=0.05499999999999999 	train_loss= 0.141 	train_acc=94.66 	time=20.19 	sync=0.00
Evaluating rank 0  156/201  (77.6%)  coord=0.055999999999999994 	train_loss= 0.142 	train_acc=94.61 	time=19.88 	sync=0.00
Evaluating rank 0  157/201  (78.1%)  coord=0.056999999999999995 	train_loss= 0.142 	train_acc=94.61 	time=19.90 	sync=0.00
Evaluating rank 0  158/201  (78.6%)  coord=0.057999999999999996 	train_loss= 0.142 	train_acc=94.59 	time=19.97 	sync=0.00
Evaluating rank 0  159/201  (79.1%)  coord=0.059 	train_loss= 0.142 	train_acc=94.59 	time=19.83 	sync=0.00
Evaluating rank 0  160/201  (79.6%)  coord=0.06 	train_loss= 0.142 	train_acc=94.55 	time=19.92 	sync=0.00
Evaluating rank 0  161/201  (80.1%)  coord=0.061 	train_loss= 0.143 	train_acc=94.56 	time=20.04 	sync=0.00
Evaluating rank 0  162/201  (80.6%)  coord=0.062 	train_loss= 0.143 	train_acc=94.54 	time=19.61 	sync=0.00
Evaluating rank 0  163/201  (81.1%)  coord=0.063 	train_loss= 0.143 	train_acc=94.54 	time=19.65 	sync=0.00
Evaluating rank 0  164/201  (81.6%)  coord=0.064 	train_loss= 0.144 	train_acc=94.54 	time=19.76 	sync=0.00
Evaluating rank 0  165/201  (82.1%)  coord=0.065 	train_loss= 0.144 	train_acc=94.54 	time=19.82 	sync=0.00
Evaluating rank 0  166/201  (82.6%)  coord=0.066 	train_loss= 0.144 	train_acc=94.53 	time=20.07 	sync=0.00
Evaluating rank 0  167/201  (83.1%)  coord=0.067 	train_loss= 0.145 	train_acc=94.51 	time=19.48 	sync=0.00
Evaluating rank 0  168/201  (83.6%)  coord=0.068 	train_loss= 0.145 	train_acc=94.51 	time=19.64 	sync=0.00
Evaluating rank 0  169/201  (84.1%)  coord=0.069 	train_loss= 0.145 	train_acc=94.50 	time=19.90 	sync=0.00
Evaluating rank 0  170/201  (84.6%)  coord=0.07 	train_loss= 0.146 	train_acc=94.49 	time=19.86 	sync=0.00
Evaluating rank 0  171/201  (85.1%)  coord=0.07100000000000001 	train_loss= 0.146 	train_acc=94.49 	time=19.49 	sync=0.00
Evaluating rank 0  172/201  (85.6%)  coord=0.07200000000000001 	train_loss= 0.146 	train_acc=94.46 	time=20.12 	sync=0.00
Evaluating rank 0  173/201  (86.1%)  coord=0.07300000000000001 	train_loss= 0.147 	train_acc=94.44 	time=19.53 	sync=0.00
Evaluating rank 0  174/201  (86.6%)  coord=0.07400000000000001 	train_loss= 0.147 	train_acc=94.40 	time=19.79 	sync=0.00
Evaluating rank 0  175/201  (87.1%)  coord=0.07500000000000001 	train_loss= 0.147 	train_acc=94.41 	time=19.94 	sync=0.00
Evaluating rank 0  176/201  (87.6%)  coord=0.07599999999999998 	train_loss= 0.148 	train_acc=94.37 	time=19.84 	sync=0.00
Evaluating rank 0  177/201  (88.1%)  coord=0.07699999999999999 	train_loss= 0.148 	train_acc=94.38 	time=19.90 	sync=0.00
Evaluating rank 0  178/201  (88.6%)  coord=0.07799999999999999 	train_loss= 0.149 	train_acc=94.40 	time=20.13 	sync=0.00
Evaluating rank 0  179/201  (89.1%)  coord=0.07899999999999999 	train_loss= 0.149 	train_acc=94.36 	time=19.83 	sync=0.00
